SWI02_fD_RI408_p	NHI
SWI02_fD_RI412_p	NHI
SWI02_fD_RI413_p	NHI
SWI02_fD_RI415_p	NHI
SWI02_fD_RI418_p	NHI
SWI02_fD_RI420_p	NHI
SWI02_fD_RI424_p	NHI
SWI02_fD_RI502_p	NHI
SWI02_fD_RI503_p	NHI
SWI02_fD_RI506_p	NHI
SWI02_fD_RI507_p	NHI
SWI02_fD_RI508_p	NHI
SWI02_fD_RI509_p	NHI
SWI02_fD_RI511_p	NHI
SWI02_fD_RI512_p	NHI
SWI02_fD_RI514_p	NHI
SWI02_fD_RI517_p	NHI
SWI02_fD_RI519_p	NHI
SWI02_fD_RI520_p	NHI
SWI02_fD_RI522_p	NHI
SWI03_dD_Ba212_JLA	JBE
SWI03_dD_Ba214_JLA	JBE
SWI03_dD_Ba217_JLA	JBE
SWI03_dD_Ba218_JLA	JBE
SWI03_dD_Ba222_c_JBE	JBE
SWI03_dD_Ba223_c_JBE	JBE
SWI03_dD_Ba224_c_JBE	JBE
SWI03_dD_Ba237_JLA	JBE
SWI03_dD_Ba242_JLA	JBE
SWI03_dD_Ba243_JLA	JBE
SWI03_dD_Ba245_c_JBE	JBE
SWI03_dD_Ba246_c_JBE	JBE
SWI03_dD_Ba247_c_JBE	JBE
SWI03_dD_Fr166	JBE
SWI03_dD_Fr169_JLA	JBE
SWI03_dD_Fr170_JLA	JBE
SWI03_dD_Fr173_c_JBE	JBE
SWI03_dD_Fr175_c_JBE	JBE
SWI03_dD_Fr184_JLA	JBE
SWI03_dD_Fr189_JLA	JBE
SWI03_dD_Fr190_JLA	JBE
SWI03_dD_Fr193_JLA	JBE
SWI03_dD_Fr194_JLA	JBE
SWI03_dD_Fr197_c_NMU	NMU
SWI03_dD_Fr198_c_JBE	JBE
SWI03_dD_Fr199_c_JBE	JBE
SWI03_dD_Fr200_c_JBE	JBE
SWI03_dD_Th101_c_JBE	JBE
SWI03_dD_Th102_c_JBE	JBE
SWI03_dD_Th103_c_JBE	JBE
SWI03_dD_Th104_c_JBE	JBE
SWI03_dD_Th117	JBE
SWI03_dD_Th121	JBE
SWI03_dD_Th122	JBE
SWI03_dD_Th127_c_JBE	JBE
SWI03_dD_Th128_c_JBE	JBE
SWI03_dD_Th141	JBE
SWI03_dD_Th142	JBE
SWI03_dD_Th149_c_JBE	JBE
SWI03_dD_Th150_c_JBE	JBE
SWI03_dD_Th151_c_NMU	NMU
SWI03_eD_Pf262_p	JBE
SWI03_fD_Es145_EWI	EWI
SWI03_fD_Es153_KKA	KKA
SWI03_fD_Es157_KKA	KKA
SWI03_fD_Es165_c_JBE	JBE
SWI03_fD_Es170_KKA	KKA
SWI03_fD_Es171_KKA	KKA
SWI03_fD_Es174_KKA	KKA
SWI03_fD_Es175_JBE	JBE
SWI03_fD_Es176_JBE	JBE
SWI03_fD_Es179_JBE	JBE
SWI03_fD_Es180_JBE	JBE
SWI03_fD_Es185_c_JBE	JBE
SWI03_fD_Mo101_JBE	JBE
SWI03_fD_Mo103_JBE	JBE
SWI03_fD_Mo107_c_JBE	JBE
SWI03_fD_Mo115_JBE	JBE
SWI03_fD_Mo123_JBE	JBE
SWI03_fD_Mo129_c_JBE	JBE
SWI03_fD_Mo131_JBE	JBE
SWI03_fD_Mo132_p	KKA
SWI03_fD_RI101_p	NHI
SWI03_fD_RI106_p	NHI
SWI03_fD_RI107_p	NHI
SWI03_fD_RI109_p	NHI
SWI03_fD_RI202_p	NHI
SWI03_fD_RI203_p	NHI
SWI03_fD_RI204_p	NHI
SWI03_fD_RI206_p	NHI
SWI03_fD_RI209_p	NHI
SWI03_fD_RI212_p	NHI
SWI03_fD_RI213_p	NHI
SWI03_fD_RI214_p	NHI
SWI03_fD_RI215_p	NHI
SWI03_fD_RI216_p	NHI
SWI03_fD_RI217_p	NHI
SWI03_fD_RI218_p	NHI
SWI03_fD_RI221_p	NHI
SWI03_fD_RI301_p	NHI
SWI03_fD_RI302_p	NHI
SWI03_fD_RI303_p	NHI
SWI03_fD_RI310_p	NHI
SWI03_fD_RI313_p	NHI
SWI03_fD_RI314_p	NHI
SWI03_fD_RI321_p	NHI
SWI03_fD_RI322_p	NHI
SWI03_fD_RI326_p	NHI
SWI03_fD_RI400_p	NHI
SWI03_fD_RI403_p	NHI
SWI03_fD_RI404_p	NHI
SWI03_fD_RI405_p	NHI
SWI03_fD_RI406_p	NHI
SWI03_fD_RI410_p	NHI
SWI03_fD_RI412_p	NHI
SWI03_fD_RI414_p	NHI
SWI03_fD_RI415_p	NHI
SWI03_fD_RI418_p	NHI
SWI03_fD_RI420_p	NHI
SWI03_fD_RI421_p	NHI
SWI03_fD_RI422_p	NHI
SWI03_fD_RI501_p	NHI
SWI03_fD_RI503_p	NHI
SWI03_fD_RI504_p	NHI
SWI03_fD_RI505_p	NHI
SWI03_fD_RI506_p	NHI
SWI03_fD_RI509_p	NHI
SWI03_fD_RI510_p	NHI
SWI03_fD_RI511_p	NHI
SWI03_fD_RI512_p	NHI
SWI03_fD_RI513_p	NHI
SWI03_fD_RI520_p	NHI
SWI03_fD_RI521_p	NHI
SWI04_dD_Ba212_JLA	JBE
SWI04_dD_Ba214_JLA	JBE
SWI04_dD_Ba217_JLA	JBE
SWI04_dD_Ba218_JLA	JBE
SWI04_dD_Ba222_c_NMU	NMU
SWI04_dD_Ba223_c_JBE	JBE
SWI04_dD_Ba224_c_JBE	JBE
SWI04_dD_Ba237_JLA	JBE
SWI04_dD_Ba242_JLA	JBE
SWI04_dD_Ba243_JLA	JBE
SWI04_dD_Ba245_c_JBE	JBE
SWI04_dD_Ba246_c_JBE	JBE
SWI04_dD_Ba247_c_JBE	JBE
SWI04_dD_Fr166_JLA	JBE
SWI04_dD_Fr169_JLA	JBE
SWI04_dD_Fr170_JLA	JBE
SWI04_dD_Fr173_c_JBE	JBE
SWI04_dD_Fr174_c_NMU	NMU
SWI04_dD_Fr175_c_NMU	NMU
SWI04_dD_Fr179_JLA	JBE
SWI04_dD_Fr184_JLA	JBE
SWI04_dD_Fr189_JLA	JBE
SWI04_dD_Fr190_JLA	JBE
SWI04_dD_Fr193_JLA	JBE
SWI04_dD_Fr194_JLA	JBE
SWI04_dD_Fr197_c_NMU	NMU
SWI04_dD_Fr198_c_NMU	NMU
SWI04_dD_Fr199_c_NMU	NMU
SWI04_dD_Fr200_c_NMU	NMU
SWI04_dD_Th101_c_NMU	NMU
SWI04_dD_Th102_c_NMU	NMU
SWI04_dD_Th103_c_NMU	NMU
SWI04_dD_Th104_c_NMU	NMU
SWI04_dD_Th117_JLA	JBE
SWI04_dD_Th121_JLA	JBE
SWI04_dD_Th122_JLA	JBE
SWI04_dD_Th127_c_NMU	NMU
SWI04_dD_Th128_c_NMU	NMU
SWI04_dD_Th141_JLA	JBE
SWI04_dD_Th142_JLA	JBE
SWI04_dD_Th149_c_NMU	NMU
SWI04_dD_Th150_c_NMU	NMU
SWI04_dD_Th151_c_NMU	NMU
SWI04_eD_Pf257_p_JBE	JBE
SWI04_eD_Pf262_p	JBE
SWI04_fD_Es141_c_JLA	JLA
SWI04_fD_Es147_JLA	JLA
SWI04_fD_Es148_JBE	JBE
SWI04_fD_Es152_JBE	JBE
SWI04_fD_Es154_JBE	JBE
SWI04_fD_Es158_JBE	JBE
SWI04_fD_Es159_JBE	JBE
SWI04_fD_Es164_c_JLA	JLA
SWI04_fD_Es177_JBE	JBE
SWI04_fD_Es183_c_JLA	JLA
SWI04_fD_Es184_c_JLA	JLA
SWI04_fD_Mo106_c_JLA	JLA
SWI04_fD_Mo118_c_JLA	JLA
SWI04_fD_Mo119_c_JLA	JLA
SWI04_fD_Mo122_JBE	JBE
SWI04_fD_Mo127_c_JLA	JLA
SWI04_fD_Mo134_c_JLA	JLA
SWI04_fD_Mo135_c_JBE	JBE
SWI04_fD_Mo136_JBE	JBE
SWI04_fD_RI102_p	NHI
SWI04_fD_RI111_p	NHI
SWI04_fD_RI205_p	NHI
SWI04_fD_RI206_p	NHI
SWI04_fD_RI207_p	NHI
SWI04_fD_RI210_p	NHI
SWI04_fD_RI211_p	NHI
SWI04_fD_RI213_p	NHI
SWI04_fD_RI222_p	NHI
SWI04_fD_RI223_p	NHI
SWI04_fD_RI300_p	NHI
SWI04_fD_RI304_p	NHI
SWI04_fD_RI305_p	NHI
SWI04_fD_RI309_p	NHI
SWI04_fD_RI312_p	NHI
SWI04_fD_RI317_p	NHI
SWI04_fD_RI318_p	NHI
SWI04_fD_RI320_p	NHI
SWI04_fD_RI321_p	NHI
SWI04_fD_RI322_p	NHI
SWI04_fD_RI326_p	NHI
SWI04_fD_RI402_p	NHI
SWI04_fD_RI403_p	NHI
SWI04_fD_RI404_p	NHI
SWI04_fD_RI405_p	NHI
SWI04_fD_RI409_p	NHI
SWI04_fD_RI412_p	NHI
SWI04_fD_RI413_p	NHI
SWI04_fD_RI416_p	NHI
SWI04_fD_RI417_p	NHI
SWI04_fD_RI420_p	NHI
SWI04_fD_RI424_p	NHI
SWI04_fD_RI501_p	NHI
SWI04_fD_RI506_p	NHI
SWI04_fD_RI507_p	NHI
SWI04_fD_RI508_p	NHI
SWI04_fD_RI513_p	NHI
SWI04_fD_RI516_p	NHI
SWI04_fD_RI517_p	NHI
SWI04_fD_RI519_p	NHI
SWI04_fD_RI521_p	NHI
SWI05_dD_Ba205_JLA	JBE
SWI05_dD_Ba206_JLA	JBE
SWI05_dD_Ba210_c_NMU	NMU
SWI05_dD_Ba211_c_NMU	NMU
SWI05_dD_Ba212_c_NMU	NMU
SWI05_dD_Ba225_JLA	JBE
SWI05_dD_Ba226_JLA	JBE
SWI05_dD_Ba229_JLA	JBE
SWI05_dD_Ba230_JLA	JBE
SWI05_dD_Ba233_c_NMU	NMU
SWI05_dD_Ba246_JLA	JBE
SWI05_dD_Ba249_JLA	JBE
SWI05_dD_Ba250_JLA	JBE
SWI05_dD_Ba253_JLA	JBE
SWI05_dD_Ba254_JLA	JBE
SWI05_dD_Fr154_JLA	JBE
SWI05_dD_Fr157_JLA	JBE
SWI05_dD_Fr158_JLA	JBE
SWI05_dD_Fr160_JLA	JBE
SWI05_dD_Fr161_c_NMU	NMU
SWI05_dD_Fr162_c_NMU	NMU
SWI05_dD_Fr163_c_NMU	NMU
SWI05_dD_Fr164_c_NMU	NMU
SWI05_dD_Fr184_JLA	JBE
SWI05_dD_Fr187_c_NMU	NMU
SWI05_dD_Fr201_JLA	JBE
SWI05_dD_Fr202_JLA	JBE
SWI05_dD_Th105_JLA	JBE
SWI05_dD_Th106_JLA	JBE
SWI05_dD_Th108	JBE
SWI05_dD_Th109_JLA	JBE
SWI05_dD_Th110_JLA	JBE
SWI05_dD_Th113_c_NMU	NMU
SWI05_dD_Th114_c_NMU	NMU
SWI05_dD_Th115_c_NMU	NMU
SWI05_dD_Th116_c_NMU	NMU
SWI05_dD_Th129_JLA	JBE
SWI05_dD_Th133_JLA	JBE
SWI05_dD_Th134_JLA	JBE
SWI05_dD_Th137_c_NMU	NMU
SWI05_dD_Th138_c_NMU	NMU
SWI05_dD_Th139_c_NMU	NMU
SWI05_dD_Th140_c_NMU	NMU
SWI05_dD_Th153_JLA	JBE
SWI05_eD_Pf260_p	JBE
SWI05_eD_Pf272_p	JBE
SWI05_fD_Es141_c_JBE	JBE
SWI05_fD_Es147_JBE	JBE
SWI05_fD_Es148_JBE	JBE
SWI05_fD_Es152_JBE	JBE
SWI05_fD_Es154_JBE	JBE
SWI05_fD_Es158_JBE	JBE
SWI05_fD_Es159_JBE	JBE
SWI05_fD_Es164_c_JBE	JBE
SWI05_fD_Es169_JBE	JBE
SWI05_fD_Es177_JBE	JBE
SWI05_fD_Es181_JBE	JBE
SWI05_fD_ES183_c_JBE	JBE
SWI05_fD_Es184_c_JBE	JBE
SWI05_fD_Mo106_c_JBE	JBE
SWI05_fD_Mo118_c_JBE	JBE
SWI05_fD_Mo119_c_JBE	JBE
SWI05_fD_Mo122_JBE	JBE
SWI05_fD_Mo127_c_JBE	JBE
SWI05_fD_Mo134_c_JBE	JBE
SWI05_fD_Mo135_c_JBE	JBE
SWI05_fD_Mo136_JBE	JBE
SWI05_fD_RI102_p	NHI
SWI05_fD_RI107_p	NHI
SWI05_fD_RI108_p	NHI
SWI05_fD_RI111_p	NHI
SWI05_fD_RI200_p	NHI
SWI05_fD_RI202_p	NHI
SWI05_fD_RI206_p	NHI
SWI05_fD_RI207_p	NHI
SWI05_fD_RI209_p	NHI
SWI05_fD_RI211_p	NHI
SWI05_fD_RI212_p	NHI
SWI05_fD_RI213_p	NHI
SWI05_fD_RI214_p	NHI
SWI05_fD_RI215_p	NHI
SWI05_fD_RI216_p	NHI
SWI05_fD_RI218_p	NHI
SWI05_fD_RI219_p	NHI
SWI05_fD_RI220_p	NHI
SWI05_fD_RI222_p	NHI
SWI05_fD_RI223_p	NHI
SWI05_fD_RI300_p	NHI
SWI05_fD_RI301_p	NHI
SWI05_fD_RI302_p	NHI
SWI05_fD_RI304_p	NHI
SWI05_fD_RI316_p	NHI
SWI05_fD_RI318_p	NHI
SWI05_fD_RI321_p	NHI
SWI05_fD_RI324_p	NHI
SWI05_fD_RI400_p	NHI
SWI05_fD_RI403_p	NHI
SWI05_fD_RI405_p	NHI
SWI05_fD_RI406_p	NHI
SWI05_fD_RI407_p	NHI
SWI05_fD_RI409_p	NHI
SWI05_fD_RI410_p	NHI
SWI05_fD_RI413_p	NHI
SWI05_fD_RI414_p	NHI
SWI05_fD_RI416_p	NHI
SWI05_fD_RI418_p	NHI
SWI05_fD_RI419_p	NHI
SWI05_fD_RI420_p	NHI
SWI05_fD_RI421_p	NHI
SWI05_fD_RI502_p	NHI
SWI05_fD_RI503_p	NHI
SWI05_fD_RI504_p	NHI
SWI05_fD_RI505_p	NHI
SWI05_fD_RI509_p	NHI
SWI05_fD_RI511_p	NHI
SWI05_fD_RI512_p	NHI
SWI05_fD_RI513_p	NHI
SWI05_fD_RI514_p	NHI
SWI05_fD_RI516_p	NHI
SWI05_fD_RI517_p	NHI
SWI05_fD_RI518_p	NHI
SWI05_fD_RI520_p	NHI
SWI06_dD_Ba205_JLA	JBE
SWI06_dD_Ba206_JLA	JBE
SWI06_dD_Ba210_c_NMU	NMU
SWI06_dD_Ba211_c_NMU	NMU
SWI06_dD_Ba212_c_NMU	NMU
SWI06_dD_Ba225_JLA	JBE
SWI06_dD_Ba226_JLA	JBE
SWI06_dD_Ba229_JLA	JBE
SWI06_dD_Ba230_JLA	JBE
SWI06_dD_Ba233_c_NMU	NMU
SWI06_dD_Ba246_JLA	JBE
SWI06_dD_Ba249_JLA	JBE
SWI06_dD_Ba250_JLA	JBE
SWI06_dD_Ba253_JLA	JBE
SWI06_dD_Ba254_JLA	JBE
SWI06_dD_Fr154_JLA	JBE
SWI06_dD_Fr157_JLA	JBE
SWI06_dD_Fr158_JLA	JBE
SWI06_dD_Fr160_JLA	JBE
SWI06_dD_Fr161_c_NMU	NMU
SWI06_dD_Fr162_c_NMU	NMU
SWI06_dD_Fr163_c_NMU	NMU
SWI06_dD_Fr164_c_NMU	NMU
SWI06_dD_Fr184_JLA	JBE
SWI06_dD_Fr187_c_NMU	NMU
SWI06_dD_Fr201_JLA	JBE
SWI06_dD_Fr202_JlA	JBE
SWI06_dD_Th105_JLA	JBE
SWI06_dD_Th106_JLA	JBE
SWI06_dD_Th109_JLA	JBE
SWI06_dD_Th110_JLA	JBE
SWI06_dD_Th113_c_NMU	NMU
SWI06_dD_Th114_c_NMU	NMU
SWI06_dD_Th116_c_NMU	NMU
SWI06_dD_Th129_JLA	JBE
SWI06_dD_Th133_JLA	JBE
SWI06_dD_Th134_JLA	JBE
SWI06_dD_Th137_c_NMU	NMU
SWI06_dD_Th138_c_NMU	NMU
SWI06_dD_Th139_c_NMU	NMU
SWI06_dD_Th140_c_NMU	NMU
SWI06_dD_Th153_JLA	JBE
SWI06_eD_Pf260_p	JBE
SWI06_fD_Es145_JBE	JBE
SWI06_fD_Es153_JBE	JBE
SWI06_fD_Es157_JBE	JBE
SWI06_fD_Es165_c_JBE	JBE
SWI06_fD_Es168_JBE	JBE
SWI06_fD_Es170_JBE	JBE
SWI06_fD_Es171_JBE	JBE
SWI06_fD_Es174_JBE	JBE
SWI06_fD_Es175_JBE	JBE
SWI06_fD_Es176_JBE	JBE
SWI06_fD_Es179_JLA	JLA
SWI06_fD_Es180_JBE	JBE
SWI06_fD_Es185_c_JBE	JBE
SWI06_fD_Mo101_JBE	JBE
SWI06_fD_Mo103_JBE	JBE
SWI06_fD_Mo107_c_JBE	JBE
SWI06_fD_Mo113_c_JBE	JBE
SWI06_fD_Mo115_JBE	JBE
SWI06_fD_Mo116_JBE	JBE
SWI06_fD_Mo129_c_JBE	JBE
SWI06_fD_Mo131_JBE	JBE
SWI06_fD_Mo132_JBE	JBE
SWI06_fD_RI103_p	NHI
SWI06_fD_RI107_p	NHI
SWI06_fD_RI109_p	NHI
SWI06_fD_RI110_p	NHI
SWI06_fD_RI200_p	NHI
SWI06_fD_RI203_p	NHI
SWI06_fD_RI205_p	NHI
SWI06_fD_RI208_p	NHI
SWI06_fD_RI209_p	NHI
SWI06_fD_RI210_p	NHI
SWI06_fD_RI215_p	NHI
SWI06_fD_RI216_p	NHI
SWI06_fD_RI219_p	NHI
SWI06_fD_RI220_p	NHI
SWI06_fD_RI300_p	NHI
SWI06_fD_RI301_p	NHI
SWI06_fD_RI310_p	NHI
SWI06_fD_RI311_p	NHI
SWI06_fD_RI312_p	NHI
SWI06_fD_RI313_p	NHI
SWI06_fD_RI314_p	NHI
SWI06_fD_RI315_p	NHI
SWI06_fD_RI316_p	NHI
SWI06_fD_RI317_p	NHI
SWI06_fD_RI319_p	NHI
SWI06_fD_RI320_p	NHI
SWI06_fD_RI401_p	NHI
SWI06_fD_RI402_p	NHI
SWI06_fD_RI410_p	NHI
SWI06_fD_RI411_p	NHI
SWI06_fD_RI413_p	NHI
SWI06_fD_RI414_p	NHI
SWI06_fD_RI422_p	NHI
SWI06_fD_RI501_p	NHI
SWI06_fD_RI505_p	NHI
SWI06_fD_RI507_p	NHI
SWI06_fD_RI510_p	NHI
SWI06_fD_RI514_p	NHI
SWI06_fD_RI516_p	NHI
SWI06_fD_RI518_p	NHI
SWI06_fD_RI521_p	NHI
SWI06_fD_RI522_p	NHI
SWI07_dD_Ba205_JLA	JBE
SWI07_dD_Ba206_JLA	JBE
SWI07_dD_Ba210_c_NMU	NMU
SWI07_dD_Ba211_c_NMU	NMU
SWI07_dD_Ba212_c_NMU	NMU
SWI07_dD_Ba225_JLA	JBE
SWI07_dD_Ba226_JLA	JBE
SWI07_dD_Ba229_JLA	JBE
SWI07_dD_Ba230_JLA	JBE
SWI07_dD_Ba233_c_NMU	NMU
SWI07_dD_Ba246_JLA	JBE
SWI07_dD_Ba249_JLA	JBE
SWI07_dD_Ba250_JLA	JBE
SWI07_dD_Ba253_JLA	JBE
SWI07_dD_Ba254_JLA	JBE
SWI07_dD_Fr154_JLA	JBE
SWI07_dD_Fr157_JLA	JBE
SWI07_dD_Fr158_JLA	JBE
SWI07_dD_Fr160_JLA	JBE
SWI07_dD_Fr161_c_NMU	NMU
SWI07_dD_Fr162_c_NMU	NMU
SWI07_dD_Fr163_c_NMU	NMU
SWI07_dD_Fr164_c_NMU	NMU
SWI07_dD_Fr184_JLA	JBE
SWI07_dD_Fr187_c_NMU	NMU
SWI07_dD_Fr201_JLA	JBE
SWI07_dD_Fr202_JLA	JBE
SWI07_dD_Th105_JLA	JBE
SWI07_dD_Th106_JLA	JBE
SWI07_dD_Th108_p_NMU	NMU
SWI07_dD_Th109_JLA	JBE
SWI07_dD_Th110_JLA	JBE
SWI07_dD_Th113_c_NMU	NMU
SWI07_dD_Th114_c_NMU	NMU
SWI07_dD_Th115_c_NMU	NMU
SWI07_dD_Th116_c_NMU	NMU
SWI07_dD_Th121_c_NMU	NMU
SWI07_dD_Th129_JLA	JBE
SWI07_dD_Th133_JLA	JBE
SWI07_dD_Th134_JLA	JBE
SWI07_dD_Th137_c_NMU	NMU
SWI07_dD_Th138_c_NMU	NMU
SWI07_dD_Th139_c_NMU	NMU
SWI07_dD_Th140_c_NMU	NMU
SWI07_dD_Th153_JLA	JBE
